,,SURVIVED,
1487031850,WHJFWznbZWimuHtd,DECEASED,Yaraya
1487032017,ZguGkxlrcnlTwXah,SURVIVED,General
1487032499,rbIgfXByUeFsERPp,DECEASED,Sr.|Panda|M4
1487033356,loAUjFnitTqhObfg,SURVIVED,Yaraya
1487033773,ExIXblQXMrAxFDJo,DECEASED,Sr.|Panda|M4
1487034545,cWCWFxsNIxVteXzp,DECEASED,SpanishBlack777
1487034588,DRNJZFvwkMiqbXeI,SURVIVED,General
1487034639,jkUGrHXggjuHxWPU,DECEASED,Sr.|Panda|M4
1487034973,MMeiJCsaHcPCPZVk,DECEASED,antario
1487035534,mXoxgZLBQvczwpJu,DECEASED,Sr.|Panda|M4
1487035974,aBFNxYJzCKiCWluH,DECEASED,General
1487036146,VZObpRlzekPsfvdq,DECEASED,General
1487036271,UPPQBCVNQDNSmOvt,SURVIVED,General
1487036927,HmrEETIgnBvmfwff,DECEASED,Yaraya
1487037827,MIbNMHRXrsISfhzT,SURVIVED,Yaraya
1487038479,FPzAoIUXFEJLTlNS,DECEASED,Yaraya
1487038659,DpgQJblZwmfeKnln,DECEASED,Yaraya
1487038741,ZYocUpJkoXvGmCaK,DECEASED,sargentoRAP
1487039345,clPpapzljOaPHmIb,DECEASED,Jair
1487040261,GKIxfGkXRipOhUCf,DECEASED,Jair
1487040357,dIgUZOTtlWyYdLgo,SURVIVED,JSproGamer
1487041152,oDGLvaKdSYuzCWck,SURVIVED,AP|CDL|Darkslow
1487042076,OPKAMbKhRCZILTwy,SURVIVED,jorgeproblematikXDDDDD
1487042393,AXswETCZsxIboPjh,DECEASED,AP|CDL|Darkslow
1487042495,iERIIqXEuWuLblGe,SURVIVED,Emanuel34_DESTRUCTOR
1487043167,soirvZKtPFWCHhQc,SURVIVED,JSproGamer
1487043405,kFZgRqJHBkCuPgCU,DECEASED,Emanuel34_DESTRUCTOR
1487043484,zfPrJtxGicGoddKX,DECEASED,Emanuel34_DESTRUCTOR
1487046472,KrunVvpfmMgVtXtT,DECEASED,666
1487046547,hkSfWZFgfkLuPnsR,DECEASED,666
1487046939,ybavGQBnoFryGTtQ,DECEASED,xMassFsN
1487054853,YNdwzfhwrHYpZKAO,SURVIVED,antario
1487057596,dOMRAMOGqkIIyuKx,DECEASED,LOVER-----BOY
1487057780,ZyFIwWIjVpbfvitC,DECEASED,antario
1487058086,imtYEMLtMHZAOwek,SURVIVED,LOVER-----BOY
1487058648,MHKzRfIHpNnyxOjq,SURVIVED,antario
1487060188,DglSzsrPcmbmdwqa,DECEASED,[SO]Umut
1487060311,SynALVNMOpNrwiRt,SURVIVED,[SO]Umut
1487060546,xerAQGFMilhvlkZZ,DECEASED,[SO]Umut
1487061166,DyamcAhBSXtyxOlW,DECEASED,PR||YOU{$}EF
1487062279,NSNWApygBMaqHaqS,SURVIVED,antario
1487063077,lNbEIoMrhyUSAzhR,DECEASED,antario
1487063325,FcGcLqYdMgoTdxLm,SURVIVED,InnateBowler15
1487064076,iEHwkpBbeEATemXV,DECEASED,InnateBowler15
1487064337,wjLxtbZWJqqZKOZB,DECEASED,InnateBowler15
1487064553,INWLrVokXLghTqAv,SURVIVED,InnateBowler15
1487065047,yAJVbKBhQxBUaozk,DECEASED,antario
1487065225,dRlUyRZbxEoZzqrd,DECEASED,SuperCroz
1487065635,tVGLICAQXDmVwLZE,DECEASED,SuperCroz
1487066725,PvZCHiDBcoGvsjny,DECEASED,SuperCroz
1487067199,MuAYPYdghCpKeLMO,SURVIVED,SuperCroz
1487067493,lhpwKYPNeluLHJlM,DECEASED,SuperCroz
1487068242,TLOAdrLYGiEocdEf,DECEASED,SuperCroz
1487068313,ALVwJwcwWzZBEPjb,DECEASED,SuperCroz
1487068571,kqTnbBdJCMkOBuVi,DECEASED,SuperCroz
1487068615,OeNkFKtXExJlVUNU,DECEASED,[VIP]lukasz
1487068743,hXYHwvaYaAGeHcih,SURVIVED,SuperCroz
1487068939,EjgnOZuYlDZuVqEw,DECEASED,SuperCroz
1487069106,YeuCuajLMsEbWiob,DECEASED,SuperCroz
1487069265,kLtlsGlUkQcKEpXF,SURVIVED,[VIP]lukasz
1487069954,QVnkgGrVzxecTKgH,DECEASED,[VIP]lukasz
1487070295,QVVqlCnFjgPWKNGT,DECEASED,[VIP]lukasz
1487071203,tyOZrVHgqPgrULTs,DECEASED,antario
1487071566,RSyzEoHjuhZmJDfy,SURVIVED,[VIP]lukasz
1487071779,HKwJJyoibhiEbUOt,DECEASED,[VIP]lukasz
1487072106,YNKjBYIPBomaLxkB,SURVIVED,GG!good~game#Pokemonas
1487072286,XYVvgTqmYLSvGDID,DECEASED,AmbitiousRaven57
1487072449,TVETHyDSwaBFpIDH,DECEASED,kaevix
1487072859,NcCjfJpgNIhhBgSz,DECEASED,[VIP]lukasz
1487072983,OGHUvIbfNAlBtHCI,SURVIVED,AmbitiousRaven57
1487073500,sQTvmLbsnXJuipDB,DECEASED,GG!good~game#Pokemonas
1487073735,nwDSiJuGyvTlxxvE,DECEASED,Zaxar337kulak
1487073900,DnwcxDNdUCSjNikV,DECEASED,[VIP]lukasz
1487074168,VAjFutxUKznZhQby,DECEASED,SaMY
1487074588,yIppxRRyXPwbaUNX,DECEASED,*_*((AcHrAf.Dz))*_*
1487074999,OoTGysRfWJsmsrYI,DECEASED,*_*((AcHrAf.Dz))*_*
1487075043,UENYRbvLfhRQdBPb,SURVIVED,*_*((AcHrAf.Dz))*_*
1487075946,OEllKKQwmkvlLXZd,SURVIVED,antario
1487076282,ldfJFUYkRRelFPUD,DECEASED,antario
1487076588,bPMKgjENFpWZNjVl,DECEASED,GG!good~game#Pokemonas
1487077033,tovDFoskJKdeSSAb,DECEASED,GG!good~game#Pokemonas
1487077171,POxDUcYiGkPjTtyl,DECEASED,youssefmansour
1487077238,wfZJofZbWVXlGWNw,DECEASED,h8me
1487077346,ukHpRrXUevLZpGxi,DECEASED,MiracPF
1487077680,rUGptzdjMxTLdwJZ,DECEASED,GG!good~game#Pokemonas
1487077937,WmROJPaXmfIANvMi,DECEASED,AK.cracks
1487078208,wuMrAdYxDHjcMdHX,DECEASED,AllegedVases83
1487078312,PwHiNxsomRNSHTKo,DECEASED,AK.cracks
1487079215,MQOutQjiMpIDrMvA,SURVIVED,MiracPF
1487079851,CcurMKYroHPOyFDD,DECEASED,SaMY
1487079946,CEkPFUDRayeVQFqC,DECEASED,SaMY
1487080153,nUvfumLbSILRraAG,DECEASED,*_*((AcHrAf.Dz))*_*
1487080282,hLcDBUBCcNEBBEWH,DECEASED,ImYassir
1487080568,ztYeJanQMzHdMTDb,DECEASED,ImYassir
1487080736,ddKoPsVrfhcxYDsS,DECEASED,*_*((AcHrAf.Dz))*_*
1487080883,cQsBoTYGgubcowgB,SURVIVED,*_*((AcHrAf.Dz))*_*
1487081253,yIuBjodlAURYKIMf,DECEASED,AK.cracks
1487081473,rdEPCYODnOAmqrei,DECEASED,tela
1487081699,KKDjmxASyYEncLvY,DECEASED,AK.cracks
1487081775,VOBsCpRJlfGewISw,DECEASED,SuperCroz
1487081841,SfbumzqSDFhYfxzt,DECEASED,AK.cracks
1487082054,wFgRcMZunsYywJtj,DECEASED,SaMY
1487082205,rAbnVSAwwodVinKj,DECEASED,UnbecomingKudu20
1487082308,wxGkOJCInwSZagmQ,DECEASED,AK.cracks
1487082869,iKJvDuxymKlIAWPH,SURVIVED,AK.cracks
1487082995,wJAXTNdtFipgnOql,DECEASED,AK.cracks
1487083058,axFAsdcBVnQUFPQX,DECEASED,tela
1487083185,XomJyHCFfqHbUnDl,SURVIVED,tela
1487084063,PCYHwAOFEGDYXbuq,DECEASED,anthonycrack
1487084275,RGHiiKTcxNvFcEDq,SURVIVED,SpanishBlack777
1487084537,ScgjdFgGOnKTBUQg,DECEASED,*_*((AcHrAf.Dz))*_*
1487084786,nJoSqkshccKwgeNa,DECEASED,ImYassir
1487084855,CNGGQGnnXAxxlHip,SURVIVED,tela
1487085163,TUNsDJAKWEbtOHDK,DECEASED,tela
1487085336,ukLxxsAcRoHRIYXa,DECEASED,SpanishBlack777
1487086131,wySInEXzhmNzOseQ,SURVIVED,ImYassir
1487086520,SfUMwdjOqbHKYGoS,DECEASED,anthonycrack
1487087196,disYOTTdZBCMsXVQ,DECEASED,*_*((AcHrAf.Dz))*_*
1487087442,UBnjoHvKlZoqweCL,DECEASED,SpanishBlack777
1487087610,ourobvydTnsXVCUi,DECEASED,SpanishBlack777
1487087821,taVxxNxwjRJlqAIC,DECEASED,PiteQ_PL
1487088137,cenWJQEKvyiePvgQ,DECEASED,Castiel
1487088204,gFdClMYUOCwTEPti,DECEASED,DramaticOttoman1
1487088597,rbxGzjCfPwiflcHx,DECEASED,xxromero
1487089107,gTAnHXOyBrlEICgp,DECEASED,ImYassir
1487090016,WCSRKhaFDRTNqpRl,SURVIVED,escuter13
1487090234,hnYWcMmdpvvasUTS,DECEASED,linkam1212
1487091136,XTuRcecoxMkSDKgZ,DECEASED,*_*((AcHrAf.Dz))*_*
1487091306,vgUfgjpTAvbsbOHy,SURVIVED,DadYS
1487092205,azxayClMsXJnWwwh,SURVIVED,linkam1212
1487093143,jxqLZJYGVMPtYqHB,SURVIVED,MysteriousCascades55
1487093651,DOfSyxivxQhmtmqd,DECEASED,MiracPF
1487093934,sSConhWMuhEYAMku,DECEASED,MysteriousCascades55
1487094512,xbyhMnAsQnLldBjn,DECEASED,MiracPF
1487095189,BNPUqmQOPwFrDGyA,DECEASED,*_*((AcHrAf.Dz))*_*
1487095437,CuZcdxRJbCarQypV,DECEASED,MiracPF
1487095561,BdXHSJJVNosqDSgX,DECEASED,gugu
1487095693,MwkuHpUzFZaJEdsA,DECEASED,MiracPF
1487095832,vmkxpqprZeOjMUPC,SURVIVED,Podolski1134
1487096110,vafOIYjgvjMPdlbC,DECEASED,ImYassir
1487096309,TvehUduloOpnHvFK,DECEASED,MiracPF
1487096425,vSVgRdmNgeIZoEWw,SURVIVED,ImYassir
1487097125,DzKJhpZIdRzlblfB,DECEASED,KILLER123
1487097220,WPiVniiQvCDCcCva,SURVIVED,Podolski1134
1487097425,NXFqQRveoImddNHn,DECEASED,Podolski1134
1487097576,CbQhsLzMJAnPAhxd,DECEASED,Podolski1134
1487098232,JGxPoucQxkRJzhmh,SURVIVED,Podolski1134
1487098998,pekHsZofJREmPlaM,DECEASED,MiracPF
1487099106,pazuNNeSiUeuynCL,DECEASED,batuhan1259
1487100005,lGfRqZLYyVnyLplq,SURVIVED,*_*((AcHrAf.Dz))*_*
1487100174,CUyTgrBLiXginDCP,DECEASED,LOLA
1487101072,hmXdQxjlANdvnhIE,SURVIVED,linkam1212
1487101277,EkfrzXvDYoNIllHk,DECEASED,Mr.Helicopter
1487101696,TsfCMdwxGgGAFbGL,DECEASED,*_*((AcHrAf.Dz))*_*
1487102275,JHpduaRuykwpeXOk,DECEASED,*_*((AcHrAf.Dz))*_*
1487102369,VVWpdHTAdGVvVxVO,DECEASED,Rostick
1487102772,wRulDXwIjhgnorJf,DECEASED,Mr.Helicopter
1487102935,PDLScGDeYmbngONG,SURVIVED,Rostick
1487103155,dCqrZUwBXZUvedaI,DECEASED,AccidentalHand88
1487103964,pHXTVkAopumsckxC,SURVIVED,UltraLlama26
1487104447,tvwybkPPkncqsjTf,SURVIVED,Cnokzzzzz
1487104628,NJKHXZZBkWeSPGNR,DECEASED,Sr.|Panda|M4
1487104740,VDPjeypARhLVJCYh,DECEASED,LivelyMaple20
1487104844,QMdZQEjHWEucMXfZ,DECEASED,sinforoso
1487104951,IUFkDVBhUOPaCOgU,SURVIVED,Sr.|Panda|M4
1487105032,PnUBZBJOrsiKbDla,DECEASED,LivelyMaple20
1487105149,UFREdgbwBwKbYOnA,DECEASED,sinforoso
1487105378,iqjwKnMgzPupXXAa,DECEASED,Cnokzzzzz
1487105628,DvvEHPEfVZCtSbzC,DECEASED,Sr.|Panda|M4
1487105831,ivGtNeUflrLEjorU,DECEASED,Yaraya
1487105928,wcvOVNhmYNxnySiU,DECEASED,Sauvage
1487106231,IryxSiuIelcJrwIq,DECEASED,Sr.|Panda|M4
1487106464,ESrmYCmuqLpDBbIR,DECEASED,Sr.|Panda|M4
1487106726,BdhcIhzVgtgBihbr,DECEASED,LivelyMaple20
1487106893,YKSSTGCqfNQYOtCQ,DECEASED,Nekrox
1487107045,EGbeHCMXZFtmRtLa,DECEASED,Mr.VicStar
1487107329,waBnLTOeUaLBBEAH,DECEASED,Sr.|Panda|M4
1487107415,DcyqaXnLSuwKolOp,DECEASED,Sr.|Panda|M4
1487107479,ccsKdaPOcSywLfGl,SURVIVED,LivelyMaple20
1487107718,XlaVdDxAZaltprlA,DECEASED,DramaticOttoman1
1487108098,qgjChPpbFTsHeDeX,DECEASED,estebanlapulga
1487108465,XAEDaQvRjbkoXIAK,DECEASED,DramaticOttoman1
1487108605,ERJNdIJwZkfMJALn,DECEASED,Sr.|Panda|M4
1487108756,ffXZYMhCBBSLBMZZ,DECEASED,AccidentalHand88
1487108994,enmuAwskzcOsqalI,DECEASED,AccidentalHand88
1487109171,upJtvoXaMDzUIYxm,DECEASED,AccidentalHand88
1487110049,QENArHDGDYhCpiDK,SURVIVED,QuickScope
1487110316,SDvgxTrfxmVmuJFN,DECEASED,Yaraya
1487110392,CGIcmGNGLkIFhnOh,DECEASED,AccidentalHand88
1487111293,jarnHmozqiOTTmoG,SURVIVED,twdead
1487111890,HPXLXIzDWwEPiaEo,DECEASED,AccidentalHand88
1487112035,diGIcnYeJaRpAeoP,SURVIVED,sargentoRAP
1487112222,MDBivefySkpiClDO,DECEASED,AccidentalHand88
1487112401,KFKFgtHlsXegpUSS,SURVIVED,xMassFsN
1487112775,OfZIsSsetatiQRkb,DECEASED,ZaKe
1487113044,lPHKfnvnSYRBMUXE,DECEASED,MaskSalad+Tomato
1487113959,bNCgCXIxnngVULXW,SURVIVED,Uriel
1487114014,qGTXuODyCKMVdKzR,DECEASED,General
1487114033,RSdiibGvAkvqJAxe,SURVIVED,MrJohn
1487114390,rbHSoWKGwEWdBmWd,DECEASED,ZaKe
1487114456,WPIAQJOTDJYHLEtu,DECEASED,MaskSalad+Tomato
1487114574,YNFUQinmRKvhlUjE,DECEASED,twdead
1487115245,XseLfwyjATOOcVnV,DECEASED,Uriel
1487115392,MQPQoqHhbWfyfVqc,DECEASED,ZaKe
1487116304,YnmpuPtjvgeVfVvA,SURVIVED,27012003BR~
1487116901,yjSbBeHXyTaffxwH,DECEASED,NeZo
1487117613,VdwgyHVWPryDdsJo,DECEASED,MrJohn
1487118523,JkSEwXLEVrVoFCUN,DECEASED,ImYassir
1487118701,VyxTghPbWBoaFHlY,SURVIVED,General
1487119019,pRnbzbHhQEtvjWHb,DECEASED,CV:LUkatio_br
1487119770,BstwJjKPUJAgxgkV,DECEASED,MrJohn
1487120644,zQQrgJJHYGXBOtvJ,DECEASED,SpanishBlack777
1487120688,jNYEaBGXfXNIJvjK,SURVIVED,Sr.|Panda|M4
1487120780,fQuqxADKWGtKGzTh,DECEASED,SpanishBlack777
1487121527,EyktEklMVBIFDZdZ,DECEASED,Sr.|Panda|M4
1487122221,MVPmEJPjhGgDZiii,SURVIVED,*+Santtos+*
1487123187,koKDAFXjhualxiOY,DECEASED,SpanishBlack777
1487123242,DvLkxVxTKloAQOQO,SURVIVED,Sr.|Panda|M4
1487123632,kHWBRjJLjtiwuwml,DECEASED,SpanishBlack777
1487126891,DfInBnvbYOvMppPo,DECEASED,xMassFsN
1487127740,GRnRXTGXQeHUcCdQ,SURVIVED,Jair
1487129573,FjwMIZfoqNiIFAWm,SURVIVED,AnnoyedZucchini95
1487129656,SaTpoheErBOsVwjC,DECEASED,PumpedFireengine5
1487129808,LIfAhyVzHrMUnNBH,DECEASED,Jair
1487130632,VSvexcmRoFRRoqTT,DECEASED,PumpedFireengine5
1487130817,XMKXqgzivkhdAuwR,DECEASED,Victor
1487130901,kqQRwmFNktbFRpHB,DECEASED,Jair
1487130982,hGMjrhfJDSPxiuyp,SURVIVED,Victor
1487131289,yZKwxePBXDbcUDGZ,DECEASED,AnnoyedZucchini95
1487131395,abWRLObzegkYDbDz,DECEASED,Victor
1487131788,XAFVIMBWEGFdfLmS,SURVIVED,Victor
1487132118,ibZiiflcIhrknhFc,DECEASED,Victor
1487132516,wEXORGsZyWYXQFwG,DECEASED,DebonairColon45
1487133389,UsdZLgLtYSHlQNKt,SURVIVED,AnnoyedZucchini95
1487133650,YItsEbncHRmeLMYn,DECEASED,Victor
1487133715,vsNfaCwzgegWeIVa,DECEASED,AnnoyedZucchini95
1487133821,idulaygGMqpZjbBv,DECEASED,AnnoyedZucchini95
1487134041,vsvAnmGpHsmNIwUx,SURVIVED,eSERAFIN
1487134265,umSghxVzObgZMyeh,DECEASED,AnnoyedZucchini95
1487134396,BfVSXcxqwTWaloYn,DECEASED,PumpedFireengine5
1487135213,XchPDuvmtgtKFBQU,DECEASED,Jair
1487137819,HTtSVkPqpMFQUzFp,DECEASED,#Martin
1487146171,iDQriRUhUkJjMtbi,SURVIVED,[VIP]lukasz
1487146864,JVVIRnnVsOAkDYzd,DECEASED,*_*((AcHrAf))*_*
1487147588,ZByJkdIVpgrrbWge,DECEASED,[VIP]lukasz
1487148282,kTjKUUtSjwyuzgxI,SURVIVED,ObeisantDhow27
1487149027,cyJDZaGQriKZzHDn,DECEASED,VivaciousJellyfish64
1487149098,gXjmYczjSPmSQLha,SURVIVED,VivaciousJellyfish64
1487149750,yPjyQCSZNpsLboDy,DECEASED,[VIP]lukasz
1487150294,mDESnfjXIZmltbMc,SURVIVED,VivaciousJellyfish64
1487150437,zGiUKCprWxGbsLgl,DECEASED,[VIP]lukasz
1487151300,ClNeHmrLoYGhoUuR,SURVIVED,[VIP]lukasz
1487152123,YkeovklAGdGcOvra,DECEASED,Mr.Helicopter
1487153569,XJNHPjPyvHNClUMl,DECEASED,Mr.Helicopter
1487153782,JEtzFJWbQEzlsWbs,SURVIVED,antario
1487154005,BsIZHOjiSjrdOXUe,DECEASED,Sr.|Panda|M4
1487154751,khorLasnYVibXLHY,SURVIVED,InnateBowler15
1487155811,XgNDpLSGQponJJFs,SURVIVED,Sr.|Panda|M4
1487156511,UixybRjqGsgrYKak,SURVIVED,Adidas228
1487156875,JnmHWnJCwgACbddF,SURVIVED,Adidas228
1487157824,IBstCkwBOydMnzDV,SURVIVED,GAMER
1487158636,dmeOVDmMzMJPTZCr,SURVIVED,DeterminedMosquito40
1487159020,FJxEPNrPFvDVYvMD,SURVIVED,GAMER
1487159741,sZAONjfELMCpayDC,DECEASED,Sr.|Panda|M4
1487159900,cmHAtyaLQoehevfU,DECEASED,Mr.Helicopter
1487160033,SGFFHswWeJimFqcU,DECEASED,Sr.|Panda|M4
1487160699,wIZyBnzmEHvjhvtg,SURVIVED,Sr.|Panda|M4
1487161210,QJwVvxqoeaTOTcfX,SURVIVED,Mr.|Panda|M4
1487162679,hMayJQirhRRZTjqX,DECEASED,MrJohn
1487163434,cUPCIhaNFIgeGFSH,DECEASED,Sr.Panda|M4|
1487163549,sPSMIpZPvOOIcTHx,DECEASED,Sr.Panda|M4|
1487163641,JIGQSDdBlhAgpeew,DECEASED,Sr.Panda|M4|
1487163807,RTSMeWgfjHbkMOYv,SURVIVED,MiracPF
1487164717,loWlzcVoSPKdlpgk,SURVIVED,cesar777
1487165079,XCFKhDxHUAeJAQYu,DECEASED,ImYassir
1487165598,BdgERlYzZPmkAmdC,DECEASED,DramaticOttoman1
1487166477,NuWNiWAFZSKuNhuU,SURVIVED,SoggyMonkeycap51
1487166619,lwyqKmLgDDbUDGsq,DECEASED,SoggyMonkeycap51
1487166798,IFEJVjydOGqlIMzt,DECEASED,Gnome
1487167347,JRRtiYHzViaDWgzS,DECEASED,DadYS
1487167979,SfTryZjxniJNCgVI,DECEASED,qubix
1487168120,JCnfYYBvTCUcdEOj,DECEASED,Gnome
1487169028,cmVNtjRxYByqnmoF,SURVIVED,anthonycrack
1487169358,cGNfxoyzmKLJSveH,DECEASED,BRAIANXD
1487169489,nIDQBgnzpAqIkQGU,DECEASED,AccidentalHand88
1487169582,fdApfLizhyMoliiU,DECEASED,ImYassir
1487170151,nLjldRBCdzbSJClV,DECEASED,MrJohn
1487170335,bxOilOViqLUsmcZg,DECEASED,ChubbyWarrior38
1487170521,xmZGwokmUrvHACsh,DECEASED,AccidentalHand88
1487171426,FeKkrvXeapyJdCMI,SURVIVED,ToughAlpenglow93
1487172041,cuoOsezMZAUvOqbc,DECEASED,ImYassir
1487172262,tVYGWJSfyntARKbm,DECEASED,ImYassir
1487172621,ducgKVqTWZMHSkdR,DECEASED,SaMY
1487173467,hVPViDiCMSpPnLkr,DECEASED,ImYassir
1487173743,VNyhhmMlkYQoTcxy,DECEASED,ImYassir
1487173976,vMXEBmfZMjSGLqDT,DECEASED,SpanishBlack777
1487174079,zbBWXftWDKQKjwGW,DECEASED,Podolski1134
1487174551,lAesVSjxPvxVwIQE,DECEASED,arnipro
1487174899,BZCkGwHbmUbgEDND,DECEASED,ImYassir
1487175305,qghViqAmpINyUaXX,DECEASED,arnipro
1487175658,DodgcUmFUTSzRsyu,DECEASED,SoggyMonkeycap51
1487175913,EguFpLeWEkaHpAyD,DECEASED,SebastianHerre39
1487176809,kAMBHZGXRIMDhgNG,SURVIVED,enzomululo
1487176998,XpuVBpRPtEUngPaZ,DECEASED,MaskSalad+Tomato
1487177097,axWchKdwUWtLnatC,DECEASED,MiracPF
1487177228,XXtfcwEWpRVpfIMP,DECEASED,joaovictor_play
1487177588,lxGgpQfouZkrWhZF,DECEASED,MaskSalad+Tomato
1487177733,YrkvYbXZAZHEVUIq,DECEASED,Podolski1134
1487178283,utKGZLYsoolPUCwq,DECEASED,batuhan1259
1487178527,LtOymslWRGjJRNBG,DECEASED,MaskSalad+Tomato
1487179440,uafPTpsGgQXdSThn,DECEASED,linkam1212
1487180353,aMrVGjoxkZNyqBak,SURVIVED,DadYS
1487180604,iNyDauZlbSGoaCdT,DECEASED,AccidentalHand88
1487180769,TbUPyQtWObWTvzhd,DECEASED,DadYS
1487180816,bvPRUCSIxuetXzsQ,DECEASED,*_*((AcHrAf))*_*
1487180980,OTaDQkAqRaILNEyD,DECEASED,Mr.Helicopter
1487181151,MEQJlTmNEGubyRUo,DECEASED,antario
1487181343,bcladvPyHLMSJTiH,DECEASED,antario
1487181899,fYFssMUPlVZmHBCC,DECEASED,AccidentalHand88
1487182814,VRjQeKfonsIcQsPn,SURVIVED,AccidentalHand88
1487183110,ddyJOlwknBBsSNzn,DECEASED,arnipro
1487184021,BmgUTTfKWwNBwowx,SURVIVED,worldones
1487184214,taNJoiNrBqjIdjSf,DECEASED,Captain
1487184372,GdSGQDsJrRYsbjkx,DECEASED,LivelyMaple20
1487184460,pIfxdsSvfZzbOAfd,DECEASED,Fernando
1487185374,wdiKxFdfzIxOhhrl,SURVIVED,qubix
1487185782,CgHLOvEtREusudlb,DECEASED,Captain
1487185857,deBpAVAEOzpyeTjG,DECEASED,KindlyMonkeycap75
1487186394,jSTfjPiIQgaGFPiL,DECEASED,ImYassir
1487186535,LeqmuuQqIadfYrqA,DECEASED,LivelyMaple20
1487186795,xiicIIRMPjAvkMOy,DECEASED,DramaticOttoman1
1487187010,CBZcJGgImZVZbSSk,DECEASED,AccidentalHand88
1487187407,uYRfPghfwAUcvzuT,DECEASED,AccidentalHand88
1487187585,VUWawyWVXMVEiSXL,DECEASED,ImYassir
1487187709,oLVtFxCCdesAXTXk,DECEASED,ImYassir
1487188000,lsgySTzJIKuOoWtN,DECEASED,DramaticOttoman1
1487188124,qvsCTwMefQGYPDlt,DECEASED,Cnokzzzzz
1487188291,ahMFFHohpYZzUSIv,SURVIVED,AccidentalHand88
1487188597,PoCwygaSnpRmvVPU,DECEASED,Cnokzzzzz
1487188711,ELDBDmrMWVoZfISO,DECEASED,Snowy
1487188852,fgEnOEHFMaLaiiNt,SURVIVED,AccidentalHand88
1487189517,wZdjyjjxnIFgPaHZ,DECEASED,Andriuxa
1487189647,IeSqxGUrvIWaLRgt,SURVIVED,Mr.Helicopter
1487189732,zvRvszjgiJSIyfYc,DECEASED,xMassFsN
1487189922,rzYMVCKaKocjlKei,DECEASED,AccidentalHand88
1487190082,oFOareXdGrAryfZA,DECEASED,Snowy
1487190867,WoLkQAkxKQhWwGHm,DECEASED,ImYassir
1487191768,sjkQyQrMGxZpybbq,SURVIVED,coca
1487191990,BgSiTSessDJKWJIQ,DECEASED,JSV
1487192452,URweKkNQNfkREIaC,DECEASED,Snowy
1487192774,QFoSfFAMZZQoBVjt,DECEASED,SoggyMonkeycap51
1487192916,yFOfrqEuiHVAJlnG,DECEASED,Snowy
1487193052,vGlsBbxSUgxNjSJS,SURVIVED,Mr.Helicopter
1487193531,HojGMOakidcCvdaH,DECEASED,JuanDavid
1487194400,oPPErsuGpCxKROlC,SURVIVED,JSV
1487194848,lEwcpJJiCXkgIbKB,DECEASED,Snowy
1487194996,zGKjlijopNEsFiBP,DECEASED,JuanDavid
1487195664,WnHUTzdRjOGvVYFX,DECEASED,PARAIBANO
1487195759,hxJrFMJqlfhRRBHY,DECEASED,JSV
1487195881,bxNdolfVMcCQuAgN,DECEASED,arnipro
1487196066,vtlqqRplCyTCsvcR,DECEASED,PARAIBANO
1487196362,ihMiOUtpaHfrBvLU,DECEASED,JuanDavid
1487196692,uMFSRYNxZWWKFRxN,SURVIVED,DazzlingCombatant9
1487196964,VljrTnJsuwudAZWr,DECEASED,ImYassir
1487197018,xjpWArSIBtYByqaK,DECEASED,Jair
1487197287,PLuLzZLWMMFUBlrz,DECEASED,Yaraya
1487197442,OENXLIbvZwlgUOdH,DECEASED,JuanDavid
1487197535,ruIIKUJuoQKoWVBX,DECEASED,JSV
1487197631,ITPtCfQOhDQTXkRt,DECEASED,antario
1487197940,NYfnEoGgJxvMvOfA,DECEASED,ImYassir
1487198305,PcdUbpACEtFRRUxs,DECEASED,antario
1487198812,WcVBTZhtPlSKJMzY,DECEASED,ImYassir
1487199697,uOXGgnFkZnJUvdGV,SURVIVED,antario
1487200370,ljxtLXMMFDJpxhHz,SURVIVED,AK.cracks
1487201144,OCytGxDkmFgyOCBH,DECEASED,WWE/Elmachote
1487201250,pkXAGFVZHubILxof,DECEASED,MR.Chacal
1487201350,LLieafDzFnEIyuHQ,DECEASED,MR.Chacal
1487202241,eDKyykIsAWUpVAbm,SURVIVED,JSV
1487203133,BGhGwrjfGhFGpEPg,DECEASED,Yaraya
1487203198,OiqUsYHxpeGwNHBJ,DECEASED,VicTor
1487203367,IrvApWCcBvCvGLOI,DECEASED,PumpedFireengine5
1487203649,yuFbKVMfdKPludko,DECEASED,Jair
1487204029,XZZcekzctYCqdHxg,DECEASED,VicTor
1487204283,lQNRdElVlPjYbYwx,DECEASED,antario
1487204646,rEzdvfJPzxZdJEEO,DECEASED,Uriel
1487204998,rFRjhCDVVgogJzGa,DECEASED,SpanishBlack777
1487205158,ghJvNrEDQiydRAWE,DECEASED,pateaculos61
1487205246,RYiHEqeyUhFRhQhu,SURVIVED,PumpedFireengine5
1487205448,YBYNKRKLzveOOpjb,DECEASED,antario
1487205547,XdnTvhcyffzEkRCX,DECEASED,PumpedFireengine5
1487205745,RWqtVxkEbxBDdTgY,DECEASED,antario
1487205915,diryBsPKQUTXiHQD,DECEASED,antario
1487206825,ZCNCKsZmZMFfaILk,SURVIVED,adherosoda61
1487207410,mXKdcqaSsiwrjwPH,DECEASED,SpanishBlack777
1487207761,CkkUeZnsAdHtoAye,DECEASED,adherosoda61
1487207945,EdsaHKfImMEszCyZ,DECEASED,antario
1487208036,UpWCsXKFINowqDxy,DECEASED,PumpedFireengine5
